JobID,Jobtitle,Companies,Locations,Experience,Skills,Salary,Reviews,Age of post,Job type,Logo,Rating,Job Description
3292,azure data engineer with trading experience (wp-691),krazy mantra hr solutions pvt. ltd,"['gurgaon/gurugram', ' bangalore/bengaluru']",4-9 yrs,"['azure databricks', 'azure ml', 'azure data factory', 'pyspark', 'docker', 'azure', 'data factory', 'sql']","12,00,000 - 20,00,000 pa.",0,27 days ago,premium,no logo,0,azure data engineer experience with strong trading background (trading and ctrm domain ...
3293,leading it organization - big data developer - 3 to 8 years - mumbai,pearl consulting,"['thane', ' pune', ' mumbai (all areas)']",3-8 yrs,"['big data development', 'hdfs', 'cassandra', 'scala', 'spark', 'no - sql database', 'project management', 'sql']","4,00,000 - 9,00,000 pa.",0,28 days ago,none,no logo,0,must have a strong experience in big data development (java / scala) good communication...
3294,data analyst,premier consultants,['gurgaon/gurugram'],3-5 yrs,"['google analytics', 'analysing', 'saas', 'data management', 'bi suite', 'data set', 'data analyst', 'tableau']","7,00,000 - 10,00,000 pa.",0,28 days ago,hot job,logo present,0,"bachelors degree in mathematics, computer science, economics, or statisticsshould have ..."
3295,future data analyst - r/sql/pyspark,huquo consulting pvt. ltd,"['gurgaon/gurugram', ' delhi/ncr']",4-9 yrs,"['r', 'pl-sql', 'pyspark', 'big data', 'data visualization', 'data analyst', 'data visualization tools', 'qlikview']",not disclosed,0,30+ days ago,premium,no logo,0,education required : bsc (eng or comp science or information systems) or bcom (informat...
3296,data analyst,fabel services pvt ltd,['gurgaon/gurugram(udyog vihar)'],5-10 yrs,"['statistical techniques', 'netsuite', 'data analysis', 'sql']","5,50,000 - 10,00,000 pa.",0,30+ days ago,hot job,no logo,0,bachelors degree from an accredited university or college in computer sciencewe are loo...
3297,artificial intelligence scientist,neuralsift,['gurgaon/gurugram'],1-3 yrs,"['it skills', 'python', 'data science', 'computer science', 'deep learning', 'biotechnology', 'web technologies', 'coding']",not disclosed,0,30+ days ago,none,no logo,0,work from home till covid issue subsidesbachelors / masters degree in computer science ...
3298,database analyst - sql/mongodb/big data tools,talent acceleration corridor,['gurgaon/gurugram'],3-6 yrs,"['nosql', 'data management', 'mysql', 'hadoop', 'cassandra', 'big data', 'data analyst', 'mongodb']",not disclosed,0,30+ days ago,premium,no logo,0,must have experience with mysql and mongodbskills / requirements : - 3-6 years of exper...
3299,future data analyst - r/sql/pyspark,huquo consulting pvt. ltd,"['gurgaon/gurugram', ' delhi / ncr']",4-9 yrs,"['r', 'pl-sql', 'pyspark', 'big data', 'data visualization', 'data analyst', 'data visualization tools', 'qlikview']",not disclosed,0,30+ days ago,premium,no logo,0,roles and responsibilitieseducation required : bsc (eng or comp science or information ...
3300,data analyst,avenues,['gurgaon/gurugram'],2-5 yrs,"['complex data', 'techniques', 'data interpretation', 'segmentation techniques', 'data mining', 'corrupted data', 'data modeling', 'statistical analysis']","3,75,000 - 5,50,000 pa.",0,15 days ago,none,no logo,0,"collecting data from primary or secondary data sources interpreting data, analyzing res..."
3301,future data analyst - r/sql/pyspark,huquo consulting pvt. ltd,"['gurgaon/gurugram', ' delhi / ncr']",4-9 yrs,"['it skills', 'oracle', 'ms sql', 'big data', 'r', 'pl-sql', 'pyspark', 'data visualization']",not disclosed,0,21 days ago,premium,no logo,0,education required : bsc (eng or comp science or information systems) or bcom (informat...
3302,product manager,data channel,['gurgaon/gurugram'],5-10 yrs,"['analytical skills', 'sql queries', 'data analysis', 'excel', 'business strategy', 'digital marketing', 'business intelligence', 'business case']",not disclosed,0,30+ days ago,none,no logo,0,"datachannel is looking for a product manager, with an engineering background and a prov..."
3303,business development executive,data channel,['gurgaon/gurugram'],2-4 yrs,"['computer science', 'stakeholder engagement', 'b2b', 'sales', 'data science', 'management', 'analytical', 'mathematics']",not disclosed,0,30+ days ago,none,no logo,0,"datachannel is looking for a business development executive, preferably from an enginee..."
3304,data engineering architect,weatherbug,['gurgaon/gurugram'],4-10 yrs,"['computer science', 'software design', 'managed services', 'coding', 'rdbms', 'machine learning', 'spanish', 'software implementation']",not disclosed,0,30+ days ago,premium,no logo,0,you will: work with various big data technologies on aws. deploy data pipelines in prod...
3305,acn - digital - analytics - big data - 07,accenture solutions pvt ltd,['gurgaon/gurugram'],8-10 yrs,"['strategy consulting', 'customer analytics', 'digital analytics', 'data management', 'artificial intelligence', 'machine learning', 'global strategy', 'data governance']",not disclosed,16912,30+ days ago,premium,logo present,3.9,qualifications minimum undergraduate technical degree (b.e. / btech/ equivalent) or pos...
3306,urgent opening for azure data engineer _one of the uk/us based _mumbai,search synergy,"['mumbai', ' navi mumbai', ' mumbai (all areas)']",8-13 yrs,"['data science', 'azure data factory', 'azure databricks', 'data mining', 'azure data lake', 'data warehousing', 'data modeling', 'data analytics']","20,00,000 - 35,00,000 pa.",0,30+ days ago,premium,no logo,0,"job description customer technologyspecializationsql, python, azure data lake, azure sq..."
3307,data engineer - ssis/ ssas/ ssrs,huquo consulting pvt. ltd,['mumbai'],2-5 yrs,"['visualization', 'nosql', 'ssas', 'rdbms', 'ssrs', 'big data', 'sql server', 'ssis']",not disclosed,0,22 days ago,hot job,logo present,0,"build the infrastructure required for optimal extraction, transformation, and loading o..."
3308,"fresher / intern jobs in machine learning project, 2020 passout can al",creative hands hr consultancy,"['mumbai', ' indore', ' hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru']",0-0 yrs,"['python', 'microsoft excel', 'artificial intelligence', 'communication', 'machine learning', 'debugging', 'it skills', 'excel']","3,00,000 - 4,00,000 pa.",0,10 days ago,none,no logo,0,2020 passout can also apply excellent opportunity for fresher with artificial intellige...
3309,lead data engineer,xl recruiters,['mumbai'],3-8 yrs,"['java', 'scala', 'spark', 'python', 'sql']",not disclosed,0,30+ days ago,premium,no logo,0,"bachelor s degree, further education or experience in engineering, computer science or ..."
3310,data engineer - functional programming/sql,big bang hr advisors,['mumbai'],2-7 yrs,"['nosql', 'functional programming', 'oops', 'data visualization', 'tableau', 'data modeling', 'reporting tools', 'algorithm']",not disclosed,0,30+ days ago,premium,no logo,0,should have good grip on object oriented programming or functional programming paradigm...
3311,product analyst - tachyon,zeta inc.,"['mumbai', ' bangalore/bengaluru']",0-3 yrs,"['product management', 'computer science', 'loans', 'sales operations', 'business analysis', 'analytical', 'soc', 'iso 27001']",not disclosed,27,none,none,no logo,3.8,bachelors degree in an engineering or analytical or quantitative field ( btech / be / b...
3312,manager data science - mumbai,talent leads hr solutions pvt ltd,['mumbai'],4-7 yrs,"['data science', 'algorithms', 'xgboost', 'classification', 'glm', 'machine learning', 'devops', 'python']","16,00,000 - 17,00,000 pa.",0,26 days ago,hot job,no logo,0,proven experience or completed projects in machine learning using pythonexperience or f...
3313,gis intern,kawa space,"['mumbai', ' bangalore/bengaluru']",0-1 yrs,"['gis', 'intern', 'data science']",not disclosed,0,6 days ago,none,no logo,0,"knowledge of gdal and other geospatial python libraries, and experience with open-sourc..."
3314,data science,change leaders consulting,['mumbai'],7-12 yrs,"['data science', 'r', 'machine learning', 'python', 'computer languages']",not disclosed,0,15 days ago,premium,no logo,0,"machine learning, data sciencea.hands on experience using statistical computer language..."
3315,data engineer - data modelling/sql/big data - consulting firm,huquo consulting pvt. ltd,['mumbai'],2-6 yrs,"['business intelligence', 'java', 'emr', 'data management', 'big data', 'tableau', 'c++', 'rds']",not disclosed,0,30+ days ago,premium,no logo,0,"build the infrastructure required for optimal extraction, transformation, and loading o..."
3316,data engineer - azure databricks/datalake,career infosystem,['mumbai'],7-10 yrs,"['it skills', 'machine learning', 'big data', 'power bi', 'sap', 'salesforce', 'azure', 'datalake']",not disclosed,0,23 days ago,premium,no logo,0,streaming data - most preferably from ecommerce platform responsibilities : - experienc...
3317,technical project manager - data science & predictive analytics,v employment solutions,['mumbai'],15-18 yrs,"['it skills', 'java', 'python', 'data science', 'machine learning', 'big data', 'tableau', 'nlp']",not disclosed,0,30+ days ago,premium,no logo,0,proven hands-on experience as an nlp engineer or similar role (minimum 4 years of relev...
3318,data science,bigshyft hiring for shaadi.com,['mumbai'],1-5 yrs,"['r', 'machine learning ml', 'natural language processing nlp', 'python', 'sql']","10,00,000 - 18,00,000 pa.",0,30+ days ago,premium,logo present,0,option to work from home 5 day work week flexible work hoursmachine learning skills: ex...
3319,data science,change leaders consulting,['mumbai'],5-10 yrs,"['data science', 'python', 'natural language processing', 'gcp', 'machine learning', 'aws', 'sql', 'azure']",not disclosed,0,30+ days ago,none,no logo,0,very good in python development (just not scripting) - mandatoryknowledge of some db is...
3320,big data engineer - python/java/scala,talpro,['mumbai'],1-5 yrs,"['java', 'scala', 'cassandra', 'big data', 'kafka', 'graph dbms', 'elastic search', 'janusgraph']",not disclosed,0,22 days ago,premium,no logo,0,"must have skills: - solid understanding of data structures, algorithms, concurrency, di..."
3321,gis intern,kawa space,"['mumbai', ' bangalore/bengaluru']",0-1 yrs,"['gis', 'intern', 'data science']",not disclosed,0,6 days ago,none,no logo,0,"knowledge of gdal and other geospatial python libraries, and experience with open-sourc..."
3322,data science,change leaders consulting,['mumbai'],7-12 yrs,"['data science', 'r', 'machine learning', 'python', 'computer languages']",not disclosed,0,15 days ago,premium,no logo,0,"machine learning, data sciencea.hands on experience using statistical computer language..."
3323,data engineer - data modelling/sql/big data - consulting firm,huquo consulting pvt. ltd,['mumbai'],2-6 yrs,"['business intelligence', 'java', 'emr', 'data management', 'big data', 'tableau', 'c++', 'rds']",not disclosed,0,30+ days ago,premium,no logo,0,"build the infrastructure required for optimal extraction, transformation, and loading o..."
3324,data engineer - python/django,big bang hr advisors,['mumbai'],2-7 yrs,"['data wrangling', 'django', 'oops', 'functional programming', 'data management', 'pandas', 'data modeling', 'etl']",not disclosed,0,30+ days ago,premium,no logo,0,should have good grip on object oriented programming or functional programming paradigm...
3325,data engineer - azure databricks/datalake,career infosystem,['mumbai'],7-10 yrs,"['it skills', 'machine learning', 'big data', 'power bi', 'sap', 'salesforce', 'azure', 'datalake']",not disclosed,0,23 days ago,premium,no logo,0,streaming data - most preferably from ecommerce platform responsibilities : - experienc...
3326,technical project manager - data science & predictive analytics,v employment solutions,['mumbai'],15-18 yrs,"['it skills', 'java', 'python', 'data science', 'machine learning', 'big data', 'tableau', 'nlp']",not disclosed,0,30+ days ago,premium,no logo,0,proven hands-on experience as an nlp engineer or similar role (minimum 4 years of relev...
3327,data science,bigshyft hiring for shaadi.com,['mumbai'],1-5 yrs,"['r', 'machine learning ml', 'natural language processing nlp', 'python', 'sql']","10,00,000 - 18,00,000 pa.",0,30+ days ago,premium,logo present,0,option to work from home 5 day work week flexible work hoursmachine learning skills: ex...
3328,data science,change leaders consulting,['mumbai'],5-10 yrs,"['data science', 'python', 'natural language processing', 'gcp', 'machine learning', 'aws', 'sql', 'azure']",not disclosed,0,30+ days ago,none,no logo,0,very good in python development (just not scripting) - mandatoryknowledge of some db is...
